etat,marque,annee,boite_vitesse,adresse,prix,image-src
Venant,Citroen,2018,Manuelle,Yoff,6 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a7afd29c1b06984a0bee5f18da7e2ffc/-/horizon-files-prod/ed/picture/q44nxwpz/f44faf60d736a6139feaeace61256538705352fa.jpg
Venant,BMW,2016,Automatique,Sicap foire,9 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/216206d8f219597d5b837bb3c7ddad54/-/horizon-files-prod/ed/picture/qrzr269m/810c3cc2760b353c7acddaaa5b31749e2dc324c4.jpg
D'occasion,Mitsubishi,2015,Automatique,Patte d‘oie,8 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2fdeb4e37e5b9360c33f528418372a35/-/horizon-files-prod/ed/picture/q78jvx2j/efb299e69fb3d458040e48f9abf42928591af379.jpg
Venant,Hyundai,2018,Automatique,Castor,11 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d10d29aa5310f32b022c8e9ffa2f011f/-/horizon-files-prod/ed/picture/qkr7m6zp/adffa3355143c83a4b5c2f89c110ea06c1ebec23.jpg
Venant,Hyundai,2018,Automatique,VDN,12 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e7b6c6fa3b7ce542b7d72da750cc76be/-/horizon-files-prod/ed/picture/q8v4e5xx/87846ac9676ef415ac24c9160fa6eec344dda031.jpg
Venant,Kia,2016,Automatique,VDN,10 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e76e81331f5d6168903726d943705be0/-/horizon-files-prod/ed/picture/q8vm09pr/f906a7c0910d2f8fd3a908990bf8384202ad5787.jpg
Venant,Ford,2021,Automatique,VDN,26 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/816080b3729be0777a0a8b0bfd9d8547/-/horizon-files-prod/ed/picture/qenv0r6z/4682d3c0f36d44783b35fd89c9a7339d77aba34b.jpg
Venant,Kia,2018,Automatique,Sacré-cœur,12 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9e3981f110c95eac1648978b0dc5d190/-/horizon-files-prod/ed/picture/qq42j4xk/555c3b0d7432bf59f3bacb9feabf3bac0634def1.jpg
D'occasion,Kia,2014,Automatique,Nord foire,5 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2badb1b1283b80823018bf5f14491913/-/horizon-files-prod/ed/picture/qgqwv5m8/66b3575465d42282374bc102bb7b919167d7f7c8.jpg
Venant,Nissan,2017,Automatique,VDN,6 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a25447751523d88971769aadd97467a8/-/horizon-files-prod/ed/picture/q9mk0nrw/076191323e123fb5396791e80f2988425a45840e.jpg
D'occasion,GMC,2012,Automatique,Yoff,2 350 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4547deb2d0862d0ce54a05ecddd2e2cd/-/horizon-files-prod/ed/picture/q6xd08zn/d7687127e76fa3b96815bb2b25d781abcc5ec1f5.jpg
Venant,Citroen,2017,Manuelle,Yoff,6 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b6a3ffeda4d806718b5e148a34da31c8/-/horizon-files-prod/ed/picture/q78jv0gx/7831099379befcfb90756156fedfb5c05f762ff9.jpg
D'occasion,Peugeot,2015,Automatique,Keur Massar,5 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/baea308fc6c91993c292fa96762e88ee/-/horizon-files-prod/ed/picture/q8v4qe8p/6f038d12ef2dbc16f2c4740dec83f1db0e791f8c.jpg
Venant,Hyundai,2020,Automatique,Cité Damel,13 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8a5d293f6fba52a2d5e8d4b14fbc33f3/-/horizon-files-prod/ed/picture/q6xq7vnn/e68289151b3622230ea3adfa96cb57b6786ecbfe.jpg
Venant,Buick,2018,Automatique,Cité Damel,7 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7866c5742535820a6c1e9174183e0197/-/horizon-files-prod/ed/picture/q9mk0nv6/de70a31d084174ce15d6a4f4c06aa08a5e9bc7a5.jpg
Neuf,Toyota,2015,Automatique,Cité Damel,7 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/18bad11a112616ba77dea4d97e1c6e2d/-/horizon-files-prod/ed/picture/q0gkp96z/a4a93143c0cb2ce663236ec5e57a801d1525c8cd.jpg
D'occasion,Mazda,2012,Automatique,Thiès,3 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/11804e21e6755092477cfc055f19a275/-/horizon-files-prod/ed/picture/qng959mr/539a9ec27200f250ce875e39a8dd35c49682b8b4.png
Venant,BMW,2016,Automatique,Hlm,9 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1d9f686ec29f7442a2145bcb2a111431/-/horizon-files-prod/ed/picture/q8vm0g56/7e511709202ec21d828fcee2e21c4d55dccdeadd.jpg
D'occasion,Toyota,2015,Automatique,Liberte 6 extension,16 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a85644e521234014ce884bc81dcb5867/-/horizon-files-prod/ed/picture/qzv82xpx/42238bc85f1c2bb6cd0a3b610a203ceee5da5d0d.jpg
D'occasion,Toyota,2018,Automatique,Liberte 6,9 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/362e80be8f65e4539a68859ff97d4c2a/-/horizon-files-prod/ed/picture/qm50mn69/f0fe12ec06f22a06d52d5ba8626226b87698c8a2.jpg
D'occasion,Peugeot,2022,Automatique,Mermoz,16 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/94211172df4e6c349ac31fb7b398a43c/-/horizon-files-prod/ed/picture/qwepqdzg/c15358df8c1e4ca0dc5e68b674a86d79c3708947.jpg
Venant,Mercedes-Benz,2018,Automatique,Liberte 6,15 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b1572072840df21276a1e0386feb3ab1/-/horizon-files-prod/ed/picture/qrzr27j5/0ea53a9730d4148511052d9f1fe9b29936ef6fbf.jpg
Venant,Toyota,2017,Manuelle,Almadies,9 950 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fa4bb186c3d43eb169d5da838477805c/-/horizon-files-prod/ed/picture/qrzr2nrn/54eeaff9165dfeaff62a268fe2360f3e161849cc.jpg
Venant,Ford,2016,Automatique,Cité Damel,6 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d3de59e780b9495959ae4dbb87fe9900/-/horizon-files-prod/ed/picture/q56dmen7/08197188c0a369562f955b22d854a0bf629494de.jpg
Venant,Chevrolet,2019,Automatique,Cité Damel,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/23132ec200583d8c0c9cbb35a5a8687f/-/horizon-files-prod/ed/picture/qrz8d2xx/e1d777dbfefa11602e088efb4906b6c67f66ac12.jpg
Venant,Range Rover,2018,Automatique,VDN,32 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/296ff48df155dcadc21d7b1923c51cdd/-/horizon-files-prod/ed/picture/qrzr2702/32072e9c85710193cd8e24b05183a5a80e7dd6fd.jpg
Venant,Range Rover,2017,Automatique,VDN,14 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8c9c8160b4c35b663c02803d0a069d50/-/horizon-files-prod/ed/picture/q78jvgmd/4b15839060d072c3969617f1b975d205a02e039f.jpg
D'occasion,Dodge,2012,Automatique,VDN,3 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3aef52d39e90766ab672426321e83f6b/-/horizon-files-prod/ed/picture/qgqm58rr/6a106fbec0ea16b738cbd4b9397aecc706b11518.jpg
D'occasion,Citroen,2017,Manuelle,Hlm grand-yoff,4 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cefdba02ffa5ef4738b0c60b1c8c5622/-/horizon-files-prod/ed/picture/qde9rnq5/4e9dd86626ff02c7fe340b775978667b03612711.jpg
Venant,Kia,2020,Automatique,Nord foire,27 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3401646bd4b0946d7afeec89a385bdd8/-/horizon-files-prod/ed/picture/qgqm58pk/34ffba9eb185c09730f141af60a5e0aa2b53cd48.jpg
D'occasion,BMW,2019,Automatique,Almadies,25 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d450174e9a567e303453cd5c30b428b6/-/horizon-files-prod/ed/picture/q8v4qpz6/064aa629a1e5589d770f8698cc6d5b7cd717fb29.jpg
D'occasion,Toyota,2021,Automatique,Sacré-cœur,39 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6c37e26a5a51a9d67147fa3739fb430f/-/horizon-files-prod/ed/picture/q6xq7596/0e29a38270b61a72a9562f4f67f00bae80510f35.jpg
D'occasion,Ford,2020,Automatique,Sacré-cœur,20 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8d89eb904d5906b87f0b202c8d198640/-/horizon-files-prod/ed/picture/qj46mzee/3138230fd4a1ebab74be9ef1bd9f4c3f3973330e.jpg
Réconditionné,Ford,2018,Automatique,Sacré-cœur,5 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cafd8a7fe5ec3b53bb664435adb237aa/-/horizon-files-prod/ed/picture/q44nej98/51a285857e9caf20d8807e9c93bc2c155f54ce70.jpg
D'occasion,Ford,2013,Manuelle,Autres,20 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ecb4be7cca441b38d121bf65b17bfeed/-/horizon-files-prod/ed/picture/q8v4qgrz/9191e1b3297441e1bf2bf9bfa166ab7b8e60b0bc.jpg
Venant,BMW,2016,Automatique,Golf,9 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dcc3045b5f2281d5f93c6b7bbbbb8e53/-/horizon-files-prod/ed/picture/q56pwgm5/80ddf8e053752e49f47fc6210edb1278ea356ede.jpg
D'occasion,Ford,2016,Automatique,Dieuppeul,3 950 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/065194d9587a1ee3151ee00be50a0943/-/horizon-files-prod/ed/picture/qgqm5zqm/07931ec89b43f20f09cddc174fc1fe54e4110464.jpg
D'occasion,Hyundai,2016,Automatique,Cité Damel,8 100 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b27a1523bc2d7fe763626a4b7ce4d7fe/-/horizon-files-prod/ed/picture/qde9rdq4/af4433ee3b92b58766ea9bf059bf552413ba0c90.jpg
D'occasion,Hyundai,2017,Automatique,Point-e,10 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b48f995958d18ad55337843d928001f0/-/horizon-files-prod/ed/picture/q2jkz5rp/61c1afc2cf4bfcdbe05f2dfe305df92f65629c82.jpg
D'occasion,Kia,2016,Automatique,Point-e,11 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c84abb472d226ea29cb40ee99f023fef/-/horizon-files-prod/ed/picture/qzv82edd/fec44bed2179c0c4057cfa256f5907ce4c14fbe3.jpg
D'occasion,Jeep,2014,Automatique,Sicap foire,10 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0eff0c4657c7a34bdc36a24fd4a1364a/-/horizon-files-prod/ed/picture/qzv82epd/cda0f460c10b357c56239410e2f1da6b5ed06027.jpg
D'occasion,Hyundai,2012,Automatique,Yoff,2 350 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b6b15a496f6049cf0fe8549ab188253c/-/horizon-files-prod/ed/picture/q8v4q6k0/3edb1aac66ed69aa586dd51b84549aa08ec9accf.jpg
Venant,Jeep,2016,Automatique,Parcelles Assainies,7 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/167686cc76b45314df7ea69fafb5da08/-/horizon-files-prod/ed/picture/qv4dmpz5/05432cd7d3fe41c971dd37ddd4cc5dfa2ba84df2.jpg
Neuf,Jeep,2022,Automatique,Sicap Sacré-cœur,49 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bdce89a6983ec3f2d76456af562924c4/-/horizon-files-prod/ed/picture/q78we6d5/b5870d2892da279f34db28b3b4b686fa08cb10d7.jpg
Venant,Hyundai,2020,0,Liberte 6 extension,13 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/262684689518c8d3cdd5f3a26beed932/-/horizon-files-prod/ed/picture/qgqwvkme/4f9cee45b83fe4e44b4cabcece366d253ff88ed4.jpg
Venant,Mazda,2018,Automatique,Cité Damel,12 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5dd5aec87f646212b7f3c6098fae62ac/-/horizon-files-prod/ed/picture/q445j7w9/e980bf91e2e9878934891a71e6d25501d3c792d3.jpg
Venant,Mercedes-Benz,2016,Automatique,Sicap baobab,9 990 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/40313a0df830c9c535e71c5a4552a2a6/-/horizon-files-prod/ed/picture/q6xq7z5j/7dfdbe085883f29b188b717cc32608b7b0252963.jpg
Neuf,Ford,2014,0,Parcelles Assainies,5 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1ddfad412cb9638abd68a6b16f5eae87/-/horizon-files-prod/ed/picture/qwermj05/ecdb0031a51263d6c7ae5187d5fcf3ec4d746bda.jpg
Venant,BMW,2017,Automatique,Sicap foire,16 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8f6af5120a7791cb3284f6e338e3920f/-/horizon-files-prod/ed/picture/q56pw590/3132fc31d2d5bbc6b5654f30ba9641a85a181124.jpg
D'occasion,Ford,2017,Automatique,Ouakam,5 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2c03ebeeaec2769da216138cd821a4b2/-/horizon-files-prod/ed/picture/qpdgp29p/8af8786cc1e6d259c95bd49e87fc28a16c57e1f5.jpg
Venant,Peugeot,2018,Automatique,Hann maristes,12 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5694669e61e8d3e23edb764518cc1d74/-/horizon-files-prod/ed/picture/q2jkzdwk/bd6224c0765a22d38db936294692010baa7ee81c.jpg
Venant,Renault,2020,Automatique,Liberte 6,12 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5357ae20077373a27a7e5435ed1a8413/-/horizon-files-prod/ed/picture/qxj8dwm2/6d2a49d13cc97dda6a53603e4af652f12887bb74.jpg
D'occasion,BMW,2013,Automatique,Point-e,3 950 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/289d83292f0281b2eba6ba05d8eff02f/-/horizon-files-prod/ed/picture/qq4zqvve/79c6f2ec5a288b3e05b292f709d91b835ea075d5.jpg
D'occasion,Ford,2010,Automatique,VDN,4 400 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e8232da90cdb6e9421fe91905df80226/-/horizon-files-prod/ed/picture/qzv8265g/d17e33541e66bb7201cb59c6257f68dba7f42a6b.jpg
D'occasion,Jeep,2011,Automatique,Yoff,6 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/621c311436700493a9ca99887851e96d/-/horizon-files-prod/ed/picture/qgqm50kk/d13ec4f3922f3cbf17c705a967bb2e7374a1be63.jpg
D'occasion,Toyota,2013,Automatique,Yoff,2 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1b2dccb82b8d55aaa671f63f9c965982/-/horizon-files-prod/ed/picture/qenrd7m6/6b0d1bda73f397ad52a324a6ff5aad7c693cf3f9.jpg
Venant,Ford,2020,Automatique,Gibraltar,13 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/50d6f21d06f2b88cff049300fd9cae5d/-/horizon-files-prod/ed/picture/qenv6pzx/8f258f17e960b26e5c7655c48664945c60a6403d.jpg
Réconditionné,Mercedes-Benz,2023,Automatique,Sicap Sacré-cœur,40 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/218a9c136608ec829aace621c9ed04b1/-/horizon-files-prod/ed/picture/qq4zq25z/e506715ccc95e7a93038a96ed440b346480f135d.jpg
Venant,Kia,2020,Automatique,Ouakam,14 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4f37fb9dd03dd71d5ac36fcbddf68f16/-/horizon-files-prod/ed/picture/qv4dmq6v/8bc833f414498a1dbf49fbb211de6e572cf06b39.jpg
Venant,Peugeot,2017,Automatique,Biscuiterie,13 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b76c8915d737b81431a22d3b93bb5a49/-/horizon-files-prod/ed/picture/qpdmkd6w/a9e61286767db161452864293ca81d6c85731740.jpg
D'occasion,Jeep,2016,Automatique,Ouest foire,6 400 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c01d00421d5682bbdf54fd5dcc6c1218/-/horizon-files-prod/ed/picture/qv4dmpvp/0e37b2bc6a00108ff3e9b4793fb6e91f477d6417.jpg
Venant,Ford,2017,Automatique,Ouest foire,6 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/165b0ef46cab0d1a0908955a37d79c5b/-/horizon-files-prod/ed/picture/q9mk0d45/20a8ab39601feab8b76934390d0439ca745483e1.jpg
Venant,Peugeot,2019,0,Thiès,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e2cc014452123997351c9161e59c31c9/-/horizon-files-prod/ed/picture/q78wnen8/20406b7fc6116d861e5cfe51061243789a7f3d16.jpg
D'occasion,Ford,2015,Automatique,Ngor,18 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/02788d38fa6bff849d3958848f38ab1b/-/horizon-files-prod/ed/picture/q56d7mq5/4fa50282ea3fd41df299aba9c91c931769fa2e05.jpg
Venant,BMW,2017,Automatique,Cité Damel,11 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2a0fd3f3cf80f51ab60a88415f37d22e/-/horizon-files-prod/ed/picture/q44nep28/e3daeac8a58907b4c75f1de7d71572bfd3b4d8e0.jpg
Venant,Ford,2017,Automatique,Hann maristes,9 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ec2f25a5d1947a0905d39ad28e31e153/-/horizon-files-prod/ed/picture/q2j0p49g/ba9bffc41f66e4869a0b6c625ceeaaf435af915c.jpg
Neuf,Honda,2016,Automatique,Guediawaye,8 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/73523e78ded45b6f54c7091bd80b8675/-/horizon-files-prod/ed/picture/qv4dm5zg/015e129eeb74f9e25504310beac8ca09eec619e4.jpg
Neuf,Mazda,2019,Automatique,Guediawaye,11 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1847a1848f8ea6303e02dd089dae5ac2/-/horizon-files-prod/ed/picture/qenrdj25/a142690b425609527b5451fc32f38b298441936a.jpg
Venant,Kia,2016,Automatique,Almadies 2,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d26eefba48746e270707cf43e61dfd06/-/horizon-files-prod/ed/picture/q9mk06gn/50050de95b436362e1b80714e1ee77f8170a2ab0.jpg
Venant,BMW,2017,Automatique,VDN,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2efb151a83b583176eb1a9d80e65cfa6/-/horizon-files-prod/ed/picture/qv4dm5qg/9ce8bf603f6ae72216b217c8692d8615fa3ccda2.jpg
D'occasion,Renault,2021,Automatique,VDN,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7419253809d5106fe8e610c2e981f1a3/-/horizon-files-prod/ed/picture/qm50m94w/e17972b6893ba9e595c8bbef98af8352d99f1756.jpg
Venant,Toyota,2018,Automatique,Pikine,13 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8536d70f158590037127f54751b8d74f/-/horizon-files-prod/ed/picture/q445j574/907e2e82518bcd7973834aa6e8b44f129adaa4c9.jpg
D'occasion,Jeep,2016,Automatique,Keur Massar,6 850 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b93e89047641fa35f4f0b03ac2d74af8/-/horizon-files-prod/ed/picture/qpdgpqzp/81bbe230eda3ac08efd011b8686913a23e1bf727.jpg
Venant,BMW,2021,Automatique,Nord foire,30 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1ec9a75bcfc2eff7c1c1f771c90c97c0/-/horizon-files-prod/ed/picture/qq4zq80k/73450d0ae0d55ab1d0b261ebc5e3c2bd3e3dc48b.jpg
Venant,BMW,2017,Automatique,Nord foire,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5b4e2f6be658de5ad3d2873178c648d4/-/horizon-files-prod/ed/picture/q9mk067w/fddd2dce5ebfd7969f388d51f7208aec91b7ad62.jpg
Venant,Toyota,2015,Automatique,Nord foire,9 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3acdae4493a08085483dce3c8e20d132/-/horizon-files-prod/ed/picture/qv4dm58k/c359786909cb168f6b3211bac0afe7f366245f1c.jpg
D'occasion,Peugeot,2022,Automatique,Point-e,19 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/49fbf4a229ea455176a7a330e7b68ce3/-/horizon-files-prod/ed/picture/qm50m9e2/87d691a16b8df839b317a989efeae568a92eb94c.jpg
D'occasion,Peugeot,2007,Manuelle,Parcelles Assainies,2 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8770a10caa90d175c1db472ec6baee8e/-/horizon-files-prod/ed/picture/qzv8255d/391de69ddd1c434e6a5a08cb2e22a82118443f4e.jpg
Venant,Mitsubishi,2024,Manuelle,Cite Mixta,16 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/862de78f47beca271f931734230b941b/-/horizon-files-prod/ed/picture/qxj8dnw0/e34f4da4caa425ffb89b844181d0fbd282355179.jpg
Venant,Mazda,2018,Automatique,Hlm,12 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/08192858e86c54c8e98f6db3d5944e90/-/horizon-files-prod/ed/picture/q56pw8ex/827228505264fff7613a597e4e137bf9fffa92ac.jpg
Venant,Range Rover,2016,Automatique,Liberte 6,22 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/98e68aaa6d3e68d3bf50c73352648657/-/horizon-files-prod/ed/picture/q445j2qr/866ef57e42ce08c9ede5e9cfca3500c8dc6c4ece.jpg
D'occasion,Mercedes-Benz,2017,Automatique,Almadies,13 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7d0f0e3eafe7342a68f7e4a49c844c56/-/horizon-files-prod/ed/picture/qde75x68/14ef3d85ffded606ddc2a9d3fceed0d0c1b67e3f.jpg
Venant,Peugeot,2016,Manuelle,VDN,5 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ec017d1aa59f49b93969c0a6754c34ca/-/horizon-files-prod/ed/picture/q2j0p0r6/6c977ac98ece6005fbda3ce7d7ae06b561759d81.jpg
D'occasion,Hyundai,2018,Automatique,Sud foire,8 750 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/24a7cca14c8cc04e540ceab4cac59c46/-/horizon-files-prod/ed/picture/qm5g8nx2/25a55637cae4ed684b60b1f05f929076a4284a76.jpg
Venant,Mazda,2016,Automatique,Liberte 6,8 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1066ef900e0f5118f4cd69a475ebe234/-/horizon-files-prod/ed/picture/q6xq729z/882f0e6dd6b4916f17538bdaaf1b47b79b39b9b3.jpg
