détail,état_tv,adresse,prix,image_lien
,Neuf,"Plateau,
                                                                                Dakar",1 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3b2e98b9afead8d5ad60bfc301af0949/-/horizon-files-prod/ed/picture/qk9ve4z/3ef8ba0ff61b8b8f6b50d5fa37fb4ab954ed9ac0.jpg
,Neuf,"Liberte 6,
                                                                                Dakar",20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/af73a333dba8dfebe161eac565cc5c91/-/horizon-files-prod/ed/picture/q2p85wd/25e7c99c09795e60d63825c37daa59a03b3855a3.jpg
,Neuf,"Liberte 6,
                                                                                Dakar",25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/20127d21a83403ba3ad7b4bb0d151650/-/horizon-files-prod/ed/picture/qwqnjkm/ff82b022eb31bc0790462487e6319e30126549b6.jpg
,Neuf,"Grand-Dakar,
                                                                                Dakar",7 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fb55a27a16e12bfb6bec90ae0df0b83e/-/horizon-files-prod/ed/picture/qnqd980/8e355d413f858043d798b2c1f09cdebecff74d8e.jpg
,Neuf,"Liberte 6,
                                                                                Dakar",6 500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/234cd947ffbca96870c479606971e63b/-/horizon-files-prod/ed/picture/q945mr8/76c8d33dd6f842281ca4efcc86516bddf10c225b.jpg
,Neuf,"Liberte 6,
                                                                                Dakar",25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/76e83f64e3c21a73da6b3ef0d245d104/-/horizon-files-prod/ed/picture/qwd7rxd/4cb817a20255bd3c9ac38654ea0bbaafaad6642c.jpg
,D'occasion,"Colobane,
                                                                                Dakar",200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ad597a30e779df4d18511dfbd5c4b3e8/-/horizon-files-prod/ed/picture/qe6w8w2/185cb2ea0c86cff246595ec1ac975d1370211f8b.jpg
,Neuf,"Hann Bel-Air,
                                                                                Dakar",15 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/686786e2f8170e0f6438169f57507206/-/horizon-files-prod/ed/picture/qdpdekw/17c249ca8bcc07ce724a19d5b8293ecccf348187.jpg
,Neuf,"Colobane,
                                                                                Dakar",75 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/164a663122866cbbf4539ed6b68e6d04/-/horizon-files-prod/ed/picture/q2vg20g/1581a2946828d4aef3f60ec7c59e4c9c6972df4b.jpg
,Neuf,"Plateau,
                                                                                Dakar",35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8cf3a04bf6a49b7983e9011ce29a952/-/horizon-files-prod/ed/picture/qkkxwvv/67f4646ddb5a973c3c0619d035a46ea661bcacf3.jpg
,Neuf,"Hann Bel-Air,
                                                                                Dakar",45 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2b7a0866a9239ca6720ac918a30e56f7/-/horizon-files-prod/ed/picture/q496j9e/76139ac1f898f1e00a5baf4a21fd10e52514d04d.jpg
,Neuf,"Hann Bel-Air,
                                                                                Dakar",35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f6fe55b258f9856d3b4bd7000a55480f/-/horizon-files-prod/ed/picture/q68jrdj/46ffe3ae2324a86033bac598addd3c9398af2502.jpg
,Neuf,"Hann Bel-Air,
                                                                                Dakar",45 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/79a4a85facbd295ceab12604e04fcd44/-/horizon-files-prod/ed/picture/qezkpvz/afdd4e60772471e3ccf59eca9825fd7ba9663aa8.jpg
,Neuf,"Hann Bel-Air,
                                                                                Dakar",35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0a85b3186dbe03ffdb1e87de39c65d7d/-/horizon-files-prod/ed/picture/qjdw60z/739668f445626a23ae17c52e04b5f0d252280a20.jpg
,Neuf,"Hann Bel-Air,
                                                                                Dakar",35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/112c41e78972761989a072876c27d763/-/horizon-files-prod/ed/picture/qv09zej/35763ff8a4989a38535cf12315a733a95e38b9cd.jpg
,Neuf,"Hann Bel-Air,
                                                                                Dakar",45 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cf1ba7b5100def361991e6f5a86b9056/-/horizon-files-prod/ed/picture/qv5k0qm/a44e531f3073d1a83b8b780aa210980e450e3b3d.jpg
,Neuf,"Hann Bel-Air,
                                                                                Dakar",35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bd0747748f3bc6bae71770e0c0108473/-/horizon-files-prod/ed/picture/q7r0dmm/b8a5c48f1f236b6dd013d1e6d9b4e1663118f3c2.jpg
